27	700	0	0
162	600	100	0
201	700	100	0
217	500	200	0
280	800	100	0
455	700	100	0
545	600	100	0
570	500	200	0
587	600	0	0
653	800	0	0
655	900	100	0
747	400	100	0
805	600	200	0
824	700	0	0
935	900	0	0
1023	600	300	0
1796	500	200	1
1820	900	100	0
2021	500	100	0
2112	600	100	1
2189	900	0	0
2375	800	0	0
1272	700	100	0
1354	900	0	0
1392	900	0	0
1477	600	0	0
1527	800	100	1
1566	900	100	0
1254	600	0	0
1272	900	200	1
1300	800	0	0
1342	700	100	0
1345	900	0	0
1422	800	0	0
1549	900	200	0
1613	700	100	1
1615	700	0	0
1665	800	0	0
1667	700	0	0
1671	600	100	0
1730	900	200	0
2021	600	100	0
2044	700	100	0
2054	700	0	0
2174	900	0	0
217	800	100	0
248	500	100	0
250	500	0	1
300	600	0	0
302	500	0	0
587	700	100	1
679	500	100	1
689	500	0	0
809	700	0	0
2353	500	300	0
2364	600	300	0
2377	800	200	1
25	600	300	0
93	700	0	0
124	500	100	0
127	800	100	0
160	800	100	0
183	700	0	0
271	900	0	1
331	500	0	0
493	500	100	0
513	500	200	0
1141	800	0	0
1197	600	0	0
1280	700	100	0
1327	800	0	0
1377	800	100	0
1379	600	200	0
1458	900	0	0
1489	700	100	1
1494	900	200	0
1548	900	0	0
1637	500	0	0
1696	700	0	1
1697	900	200	0
1804	900	200	0
1843	600	0	0
1858	700	100	0
1914	500	100	0
1961	600	100	1
548	900	100	1
802	800	200	0
572	500	0	0
800	900	200	0
801	600	0	0
838	700	100	1
846	700	300	0
951	700	300	0
1049	500	0	0
1194	900	100	0
1223	800	200	0
1259	700	0	0
1436	600	200	0
2203	900	100	0
2215	600	0	0
336	600	100	0
339	700	100	0
345	900	100	0
365	600	100	0
511	500	0	0
1701	800	100	0
1704	900	100	0
1711	500	100	1
1730	800	100	0
1812	600	0	0
1876	700	0	0
1902	600	100	0
2166	800	0	0
1655	900	0	0
1876	500	200	0
1885	900	0	0
1971	500	100	1
2088	800	100	0
2094	900	100	0
2164	900	0	0
2327	800	0	0
2356	900	200	1
2378	700	100	0
605	900	100	1
709	800	200	0
723	600	100	0
729	700	100	0
775	800	100	0
799	700	0	1
880	500	0	0
962	600	0	0
1013	500	100	1
